;title_aline;day_youtube_aline
1402; QUEM FOI ROBERTO MARINHO;2021-05-27
1403; LIVE: CPI DA COVID OUVE DIMAS COVAS;2021-05-27
1404; REAGINDO AO EDU DANÇANDO MADONNA NA ADOLESCÊNCIA | Diva Depressão;2021-05-27
1405; Fresno - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas (Ao Vivo);2021-05-27
1406; LUIZ FELIPE PONDÉ - Inteligência Ltda. Podcast #159;2021-05-27
1407; LUCIANA GIMENEZ - Flow Podcast #381;2021-05-27
1408; The Long Dark - À prova de Noobs;2021-05-27
1409; Metro Exodus - NerdTour Rússia Apocalíptica;2021-05-27
1410; PANDEMIA, BBB E MANU GAVASSI com Renato Albani;2021-05-27
1411; TODO MUNDO QUER SER IGUAL O FILTRO DO INSTAGRAM com Nyvi Estephan;2021-05-27
1412; RAFINHA BASTOS - Flow Podcast #180;2021-05-27
1413; Mais que 8 Minutos #068 (Maria Bopp);2021-05-26
1414; Quatro nomes. Quatro vozes, com Monja Coen, Leandro Karnal Mario Sergio Cortella e Clóvis de Barros;2021-05-26
1415; Quem Emicida lê, ouve, reverencia?  |  Leandro Karnal e Emicida;2021-05-26
1416; Nova Coleção Essencial Oud. Conheça o poder de um grande encontro;2021-05-26
1417; PORQUE NÃO TER FILHOS - Podcast Redução de Danos | Ep #12;2021-05-26
1418; Redução de Danos | Divergências no Casal  - Ep 05 Temp 02;2021-05-26
1419; PROBLEMAS com o PESO e ELE NÃO gosta DELA!!!;2021-05-26
1420; IGOR 3K  (FLOW PODCAST)  - Inteligência Ltda. Podcast #007;2021-05-26
1421; VANDINHA LOPES (MÉDIUM) | Planeta Podcast (Sobrenatural) Ep.52;2021-05-26
1422; BADAUÍ DO CPM 22 FALA DO FOGAÇA - [CORTES PODCAST];2021-05-26
1423; ESTEVAM NABOTE e ED GAMA - Inteligência Ltda. Podcast #157;2021-05-26
1424; BADAUÍ DO CPM22 FALA DA POLÊMICA COM JAPINHA | Cortes Mais que 8 Minutos;2021-05-26
1425; NÃO COMPRE ROUPA NA SHEIN (antes de ver esse vídeo) | Moda Masculina 2021;2021-05-26
1426; Bianca Dominguez viu MC Kevin cair? (Análise de Linguagem Corporal   Metaforando);2021-05-26
1427; ARIANNA NUTT - Inteligência Ltda. Podcast #158;2021-05-26
1428; Mais que 8 Minutos #067 (GElSY ARRUDA);2021-05-26
1429; CHRIS E ZOO - PODDELAS #008;2021-05-25
1430; KATY PERRY: DA ERA PIN-UP AOS DOCES, EMPODERAMENTO E SAÚDE MENTAL DE SMILE | Foquinha FBI;2021-05-25
1431; LADY GAGA: IMPACTO DE BORN THIS WAY, SIGNIFICADO MARRY THE NIGHT, REFERÊNCIAS, BASTIDORES | Foquinha;2021-05-25
1432; SILVIO SANTOS - Nostalgia;2021-05-25
1433; ALBERT EINSTEIN - Documentário Nostalgia;2021-05-25
1434; O GIGANTESCO PROBLEMA DO LIXO NO MUNDO - Nostalgia Animado;2021-05-25
1435; As melhores histórias de viagem a trabalho | Que História É Essa, Porchat?;2021-05-25
1436; Thaynara OG revela a viagem mais marcante da sua vida | Que História é essa, Porchat?;2021-05-25
1437; Thaynara OG vive aventura ao ter seu passaporte furtado na Europa | Que História é essa, Porchat?;2021-05-25
1438; 🔴 AO VIVO! Porchat + Dani Calabresa, Rafa Brites e Roberta Freitas no esquenta da estreia;2021-05-25
1439; Descobertas e desafios da MATERNIDADE e do PARTO com Fernanda Lima, Djamila e Helen | Bem Juntinhos;2021-05-25
1440; 🔴 AO VIVO: 🏆  Troféu Que História é essa, Porchat? com Fábio Porchat e Dani Calabresa;2021-05-25
1441; Fernanda Lima e Rodrigo Hilbert criam regrinhas para os filhos usarem as redes | Bem Juntinhos;2021-05-25
1442; Fernanda Lima e Rodrigo Hilbert falam sobre a cerimônia de seu casamento | Bem Juntinhos;2021-05-25
1443; Rodrigo Hilbert e Fernanda Lima conversam sobre hábitos de CONSUMO e MINIMALISMO | Bem Juntinhos;2021-05-25
1444; Claudia Raia e Dudu Bertholini falam sobre casamento e os sonhos que envolvem a data | Bem Juntinhos;2021-05-25
1445; Existe diferença entre EMOÇÃO e SENTIMENTO?  Rodrigo Hilbert e Fernanda Lima | Bem Juntinhos;2021-05-25
1446; SEPARAÇÃO: Como Rodrigo Hilbert e Fernanda Lima lidaram com esse momento do casamento?|Bem Juntinhos;2021-05-25
1447; RIR É RESISTIR!  - Ep. 1541;2021-05-25
1448; Days Gone - Motoqueiro matador de zumbis;2021-05-25
1449; Dead Cells - Almôndega é INVENCÍVEL;2021-05-25
1450; Insurmountable - Só o cume interessa;2021-05-25
1451; Insurmountable - Só o cume interessa;2021-05-25
1452; 4º EP AO VIVO - FESTA *CASA KALIMANN* NA FAZENDA DEPRESSÃO 2;2021-05-25
1453; OS MAIORES FOFOQUEIROS DA TV E SUAS FOFOCAS BOMBÁSTICAS | Diva Depressão;2021-05-25
1454; LENDO REVISTAS DE FOFOCAS ATUAIS | Diva Depressão;2021-05-25
1455; LÉO LINS - Flow Podcast #376;2021-05-24
1456; Mais que 8 Minutos #66 (Badauí CPM 22);2021-05-24
1457; O CAUÊ QUER GANHAR APLAUSO DO EMICIDA com Lucas Inutilismo;2021-05-24
1458; REAGINDO AOS DESENHOS QUE OS SEGUIDORES FAZEM DA GENTE | Diva Depressão;2021-05-24
1459; alanzoka jogando Resident Evil Village - Parte 2;2021-05-24
1460; alanzoka jogando Resident Evil Village - Parte 1;2021-05-24
1461; NUNCA VI 1 CIENTISTA - Inteligência Ltda. Podcast #154;2021-05-24
1462; ESTÁ PROIBIDO HOMEM CASADO SAIR com HOMEM SOLTEIRO!;2021-05-24
1464;" MC VK ""incentivou MC Kevin a pular""? (Análise de Linguagem Corporal - Metaforando)";2021-05-23
1465; Mais que 8 Minutos #65 (Maicon Küster);2021-05-21
1466; PORNOGRAFIA: por que mudei de opinião?;2021-05-21
1467; FLOW E DA CUNHA DEBATEM LEGALIZAÇÃO DAS DROGAS | Cortes do Flow;2021-05-21
1468; TOUR PELO NOSSO NOVO APARTAMENTO FINALIZADO | Diva Depressão;2021-05-21
1469; A FESTA 'FUNK' DE 9 ANOS DA SASHA MENEGHEL | Diva Depressão;2021-05-21
1470; Cyberpunk 2077 - BRIGAMOS COM O OZOB | Nerdplayer Live;2021-05-21
1471; NERDPLAYER LIVE - VALORANT;2021-05-21
1472; Geoguessr - Onde é que eu estou?;2021-05-21
1473; Geoguessr - Quem é mais viajado?;2021-05-21
1474; GeoGuessr - Saudades NerdTour;2021-05-20
1475; Mc Kevin: Depoimentos Contraditórios? Amigo Mentiu? (Análise Não Verbal - Metaforando);2021-05-20
1476; Mortal Kombat - Em breve;2021-05-20
1477; GUTO BARBOSA (CRONOSFERA) - Inteligência Ltda. Podcast #147;2021-05-20
1478; JOVEM NERD IMPULSIONOU PIRULA | Cortes o Nosso Podcast;2021-05-20
1479; GIANA ALTHAUS - PODDELAS #007;2021-05-20
1480; Dorflex – Vai em frente e deixa a dor com a gente;2021-05-20
1481; DELEGADO DA CUNHA - Flow Podcast #375;2021-05-20
1482; Live 19/05/21 - A real sobre as vacinas;2021-05-20
1483; VAIDADE - Redução de Danos | Ep #05;2021-05-20
1484; TÉRMINO de RELACIONAMENTO - Redução de Danos | Ep.04;2021-05-20
1485; CIÚMES - Redução de Danos | #Podcast Ep. 3;2021-05-20
1486; RELACIONAMENTO FRÁGIL  - Redução de Danos | Ep 01;2021-05-20
1487; 10 ANOS de ACIDEZ FEMININA!;2021-05-20
1488; LIMITES - Redução de Danos | Ep #07;2021-05-20
1489; A GENTE DESENHA MUITO (ft. Alanzoka) // Terça-Gaymer #09;2021-05-20
1490; PIRULA FALA SOBRE ÁTILA IAMARINO TER FURADO A BOLHA | Cortes o Nosso Podcast;2021-05-20
1491; RELACIONAMENTO ABERTO é a SOLUÇÃO? QUER ser GP, NÃO QUER FILHOS e mais...;2021-05-20
1492; HOMEM QUE SE DIZ EVOLUÍDO, AMIGOS INGRATOS e mais... #TatyResolve;2021-05-20
1493; WENDEL BEZERRA - Inteligência Ltda. Podcast #149;2021-05-20
1494; MC KEVIN - Podpah #76;2021-05-20
1495; EM QUAL MOMENTO DA QUARENTENA VOCÊ FICOU DOIDO? com Lucas Inutilismo;2021-05-19
1496; BABU SANTANA - Flow Podcast #374;2021-05-19
1497; Beijo de Humor, fale na língua do beijo – Natura;2021-05-19
1498; PODDELAS - RAFAEL UCCMAN #001;2021-05-19
1499; MagaluCard - Magalu;2021-05-19
1500; Phill Veras - Já Vou Tarde (DVD Ao vivo Teatro Arthur Azevedo);2021-05-19
1501; Gui Held e Rubel - Pra Bem Perto de Mim;2021-05-19
1502; Rubel - Partilhar [Áudio Oficial];2021-05-19
1503; The Neighbourhood -  Say My Name/Cry Me A River [LEGENDADO];2021-05-19
1504; Castello Branco - O Peso Do Meu Coração;2021-05-19
1505; Rubel - Quadro Verde [Áudio Oficial];2021-05-19
1506; Rubel, ANAVITÓRIA - Partilhar [Clipe Oficial];2021-05-19
1507; Liniker e os Caramelows - Tua;2021-05-19
1508; Tuyo - Solamento + Amadurece e Apodrece / HAI STUDIO;2021-05-19
1509; Cícero - Açúcar ou adoçante?;2021-05-19
1510; Cícero - Tempo de Pipa;2021-05-19
1511; Liniker - Zero;2021-05-19
1512; Liniker e os Caramelows - Calmô (Official Music Video);2021-05-19
1513; Phill Veras - Me Leva (Lyric Video Oficial);2021-05-19
1514; Aceitar o diferente | Papo Rápido | Papo de Segunda;2021-05-19
1515; Por que as mulheres param de acreditar que podem ser TUDO? | Papo Rápido | Papo de Segunda;2021-05-19
1516; Seu passado te condena? | Papo Rápido | Papo de Segunda;2021-05-19
1517; PERITO DO CASO SUSANNE VON RICHTHOFEN - ACHISMOS PODCAST #36;2021-05-19
1518; JÚLIO COCIELO - PODDELAS #006;2021-05-19
1519; Vídeo mostra amigos desesperados com a queda de MC Kevin: “Não foi por mal!”;2021-05-19
1520; https://www.youtube.com/watch?v=qa_OiRfO2DY;2021-05-19
1521; MC KEVIN CAI DE PRÉDIO, NÃO RESISTE E MORRE - ENTENDA TODO O CASO - O QUE REALMENTE ACONTECEU;2021-05-19
1522; MC KEVIN - Podpah #76;2021-05-19
1523; MC Kevin: O que aconteceu? (Análise de Linguagem Corporal - Metaforando);2021-05-19
1524; SEU GILBERTO (PAI DO VILELA) - Inteligência Ltda. Podcast #148;2021-05-19
1525; Curso MySQL #16 - INNER JOIN com várias tabelas;2021-05-18
1526; João Vicente conversa com Seu Jorge sobre carreira, músca e quarentena | Lives da Quarentena;2021-05-18
1527; Padrões em atentados: como impedir novos massacres no mundo? | Papo Rápido | Papo de Segunda;2021-05-18
1528; Ostentação de virtude moral: qual é o perigo desse exibicionismo? | Papo Rápido | Papo de Segunda;2021-05-18
1529; O que aprendemos com o assassinato de Ágatha Félix | Papo Rápido | Papo de Segunda;2021-05-18
1530; Qual a responsabilidade dos influenciadores? | Papo Rápido | Papo de Segunda;2021-05-18
1531; Empatia: como praticar e entender o outro no dia a dia? | Papo Rápido | Papo de Segunda;2021-05-18
1532; Qual é a sua válvula de escape? | Druk | Papo Rápido | Papo de Segunda;2021-05-18
1533; Gil do Vigor fala sobre homofobia e religião | Papo Rápido | Papo de Segunda;2021-05-18
1534; FERNANDO PRASS - Podpah #122;2021-05-18
1535; Mais que 8 Minutos #64 (Andressa Urach);2021-05-18
1536; Me vingando do ex-chefe | Sr. K Responde;2021-05-18
1537; JÚLIO COCIELO - PODIHHCAST #94;2021-05-18
1538; Quinzena do Seguro - Bradesco Seguros;2021-05-18
1539; CAUÊ MOURA - PODIHHCAST #95;2021-05-18
1540; Beijo de Humor, fale na língua do beijo – Natura;2021-05-18
1541; Pode Vir Comigo;2021-05-18
1542; GAULES - Flow Podcast #288;2021-05-18
1543; VITOR METAFORANDO - Flow Podcast #154;2021-05-18
1544; Cícero - Tempo de Pipa;2021-05-18
1545; O Terno - Volta;2021-05-18
1546; Tim Bernardes - Não;2021-05-18
1547; Tim Bernardes - Recomeçar (Clipe Oficial);2021-05-18
1548; Pitty - SETEVIDAS (Videoclipe Oficial);2021-05-18
1549; Pitty - Admirável Chip Novo (Ao Vivo) | Matriz Ao Vivo na Bahia;2021-05-18
1550; Fresno - Cada Poça dessa Rua Tem Um Pouco de Minhas Lágrimas (Ao Vivo);2021-05-18
1551; Fresno - Absolutamente Nada (Ao Vivo);2021-05-18
1552; Fresno - Quebre as Correntes (Ao Vivo);2021-05-18
1553; Fresno - Duas Lágrimas (Ao Vivo);2021-05-18
1554; Apenas Um Rapaz Latino Americano;2021-05-18
1555; Zé Ramalho - Sinônimos (Ao Vivo);2021-05-18
1556; Zé Ramalho - Chão de Giz (Ao Vivo);2021-05-18
1557; Sozinho - Caetano Veloso (estúdio);2021-05-18
1558; Zeca Veloso, Caetano Veloso, Moreno Veloso - Todo Homem ft. Tom Veloso;2021-05-18
1559; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-05-18
1560; Fresno - Diga, parte 2 | Studio62;2021-05-18
1561; Karol Conká - Dilúvio (Clipe Oficial) | prod. Leo Justi;2021-05-18
1562; UM DOS PIORES MOMENTOS DA INFÂNCIA DE ANDRESSA URACH | Cortes Mais que 8 Minutos;2021-05-18
1563;" MINHA OPINIÃO SOBRE ""MICHAEL JACKSON - INOCENTE ou CULPADO?"" @Canal Nostalgia";2021-05-18
1564; JOÃO REVELA: AMIZADE COM CAMILLA, RODOLFFO NO QUARTO BRANCO, PLANOS PÓS-BBB (RESTA 1) | Foquinha;2021-05-18
1565; Pistas Oculares não funcionam na detecção de mentiras! (Linguagem Corporal - Metaforando);2021-05-18
1566; Juliette é debochada? (Análise de Linguagem Corporal - Metaforando);2021-05-18
1567; NO QUE VOCÊ GASTARIA O SEU RÉU PRIMÁRIO? Com Felipe Castanhari;2021-05-18
1568; Recomeçando a Civilização |  Nerdplayer LIVE - Civilizations VI (ep. 1);2021-05-17
1569; Desperados III - Dois Nerds em Conflito;2021-05-17
1570; Mais que 8 Minutos #063 (FERNANDlNHA FERNANDEZ);2021-05-17
1571; Karol Conká: Arrependida? (Análise de Linguagem Corporal - Metaforando).;2021-05-17
1572; Diva Depressão reage a TRETAS e TROCA DE CASAIS! | Se Sobreviver, Case! O React | Humor Multishow;2021-05-17
1573; ZOO - Venus podcast #49;2021-05-17
1574; Tim Bernardes - Não;2021-05-17
1575; Ana Clara humilha Karol Conka;2021-05-17
1576; Reação de Ana Clara do BBB ao descobrir que tem mais de 2 milhões de seguidores;2021-05-17
1577; Semana da Familia - Novos (Topo - App) 1080x1080;2021-05-17
1578; Caiu na Provocação? Tomé Abduch e Marinho TRETA (Linguagem Corporal - Metaforando);2021-05-17
1579; Phill Veras - Me Leva (Lyric Video Oficial);2021-05-16
1580; Mulher - Phill Veras (Lyric Vídeo);2021-05-15
1581; Billie Eilish - Your Power (Live On The Late Show with Stephen Colbert/2021);2021-05-15
1582; Childish Gambino - 3005 (Official Video);2021-05-15
1583; THIAGO MANSUR E GABRIELA PRIOLI - Flow Podcast #372;2021-05-15
1584; League of legends-As We Fall [Legendado/tradução]PT/BR;2021-05-14
1585; Itachi Uchiha AMV - Impossible;2021-05-14
1586; Itachi.exe;2021-05-14
1587; No Role Modelz;2021-05-14
1588; Rubel - Quadro Verde [Áudio Oficial];2021-05-14
1589; Swimming Pools (Drank);2021-05-14
1590; Bitch, Don’t Kill My Vibe;2021-05-14
1591; Money Trees;2021-05-14
1592; Tame Impala - The Less I Know the Better (Official Audio);2021-05-14
1593; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-05-14
1594; Passionfruit;2021-05-14
1595; The Neighbourhood -  Say My Name/Cry Me A River [LEGENDADO];2021-05-14
1596; The Weeknd - Save Your Tears (Official Music Video);2021-05-14
1597; Rubel - Quando Bate Aquela Saudade [Clipe Oficial];2021-05-14
1598; Childish Gambino - Feels Like Summer;2021-05-14
1599; 21 Savage - a lot (Official Video) ft. J. Cole;2021-05-14
1600; Liniker - Zero;2021-05-14
1601; Childish Gambino - Sweatpants (Official Music Video) ft. Problem;2021-05-14
1602; FEAR.;2021-05-14
1603; Liniker e os Caramelows - Calmô (Official Music Video);2021-05-14
1604; Childish Gambino - 3005 (Official Video);2021-05-14
1605; Childish Gambino - Redbone (Official Audio);2021-05-14
1606; Childish Gambino - Sober;2021-05-14
1607; REAGINDO ÀS REVELAÇÕES MAIS BIZARRAS DO PROGRAMA DO JOÃO KLEBER | Diva Depressão;2021-05-14
1608; REAGINDO ÀS MAIORES 'MUQUIRANICES' DO PROGRAMA 'MUQUIRANAS' | Diva Depressão;2021-05-14
1609; PROPAGANDAS ANTIGAS DE PRODUTOS ABSURDOS | Diva Depressão;2021-05-14
1610; PESSOAS CONFUSAS COM FILTROS DE APP | Diva Depressão;2021-05-14
1611; ANALISANDO NOTÍCIAS ABSURDAS DEMAIS PARA SEREM REAIS (MAS SÃO) | Diva Depressão;2021-05-14
1612; OS PIORES LOOKS DO OSCAR 2021 | Diva Depressão;2021-05-14
1613; NOSTALDIVA - LENDAS URBANAS DO GUGU 2 | Diva Depressão;2021-05-13
1614; Esquenta W42 - Trilha Data & AI;2021-05-13
1615; Esquenta W42 - Abertura e Encerramento;2021-05-13
1616; Phill Veras - Se Depender de Mim;2021-05-13
1617; No Role Modelz;2021-05-13
1618; The Weeknd - Starboy ft. Daft Punk (Official Video);2021-05-13
1619; PRIDE.;2021-05-13
1620; Money Trees;2021-05-13
1621; Liniker - Zero;2021-05-13
1622; Tame Impala - The Less I Know the Better (Official Audio);2021-05-13
1623; Rubel - Quando Bate Aquela Saudade [Clipe Oficial];2021-05-13
1624; Childish Gambino - Feels Like Summer;2021-05-13
1625; 21 Savage - a lot (Official Video) ft. J. Cole;2021-05-13
1626; Childish Gambino - Sweatpants (Official Music Video) ft. Problem;2021-05-13
1627; Childish Gambino - 3005 (Official Video);2021-05-13
1628; Daft Punk ft. Julian Casablancas - Instant Crush (Official Video);2021-05-13
1629; The Neighbourhood -  Say My Name/Cry Me A River [LEGENDADO];2021-05-13
1630; FEAR.;2021-05-13
1631; The Weeknd - Save Your Tears (Official Music Video);2021-05-13
1632; Passionfruit;2021-05-13
1633; Childish Gambino - Redbone (Official Audio);2021-05-13
1634; Childish Gambino - Sober;2021-05-13
1635; Sabre de Luz DE VERDADE, SnyderZombies e Bautista de óculos;2021-05-13
1636; 2M DO CANAL: MOMENTOS VERGONHA ALHEIA, BAPHOS DOS BATIDORES, EVOLUÇÃO COMO JORNALISTA | Foquinha;2021-05-13
1637; BBB21: REAGINDO ÀS NOSSAS PREVISÕES ft. André Brandt (o modi!) | Foquinha FBBBI;2021-05-13
1638; PAULO GUSTAVO: UMA TRAJETÓRIA INESQUECÍVEL | Foquinha;2021-05-13
1639; Mais que 8 Minutos #062 (Luisa Mell);2021-05-13
1640; good kid, m.A.A.d city (Full Album);2021-05-13
1641; Sing About Me, I'm Dying Of Thirst;2021-05-13
1642; Mac Miller - Good News;2021-05-13
1643; Mac Miller - Self Care (Official Music Video);2021-05-13
1644; Childish Gambino - Me and Your Mama (Official Audio);2021-05-13
1645; The Weeknd - Heartless (Official Video);2021-05-13
1646; The Weeknd - I Feel It Coming ft. Daft Punk (Official Video);2021-05-13
1647; 505;2021-05-13
1648; The Weeknd - The Hills (Official Video);2021-05-13
1649; Billie Eilish - Your Power (Official Music Video);2021-05-13
1650; The Weeknd - Often (NSFW) (Official Video);2021-05-13
1651; Liniker e os Caramelows - Calmô (Official Music Video);2021-05-13
1652; FELIPE PRIOR - Inteligência Ltda. Podcast #137;2021-05-13
1653; DELEGADO DA CUNHA - Inteligência Ltda. Podcast #144;2021-05-13
1654; NOTÍCIAS de JUNHO, LUÍSA e VITÃO, #ExposedFortal e mais...;2021-05-13
1655; CORNO: EXPOR o CHIFRE ou FICAR CALADO?!;2021-05-13
1656; PIOR DONA de CASA do MUNDO, DEPENDÊNCIA e NAMORADO REDBULL!;2021-05-13
1657; FORMAMOS um CASAL no TATY RESOLVE!;2021-05-13
1658; T0DDYNHO, RUNAS e FIM de CASAMENTO evangélico no PIORES HISTÓRIAS no MOTEL!!;2021-05-13
1659; CABELO no LENÇOL, TRETA com a SOGRA e DESISTIU do AMOR!;2021-05-13
1660;" MÃE NARCISISTA, TIA INTROMETIDA; ENGENHARIA ou MATERNIDADE?!";2021-05-13
1661; ANALISANDO OS NOVOS PARTICIPANTES DE ‘NO LIMITE’ | Diva Depressão;2021-05-13
1662; JULIETTE: O MAIOR FENÔMENO DO BBB | Diva Depressão;2021-05-12
1663; JOÃO GORDO - Flow Podcast #369;2021-05-12
1664; CAUÊ EMAGRECEU E VIROU GORDOFÓBICO com Maurício Meirelles;2021-05-12
1665; EM QUAL TEORIA DA CONSPIRAÇÃO VOCÊ ACREDITA? Com Lucas Inutilismo;2021-05-12
1666; Pergunte à monja (feat Monja Coen) (#Pirula 311);2021-05-12
1667; Um bate-papo com Drauzio Varella (#Pirula 196);2021-05-12
1668; TODA LEITURA É VÁLIDA? feat. Isabella - Ler Antes de Morrer (#Pirula 290);2021-05-12
1669; PIRULA (@Canal do Pirulla) - O Nosso Podcast #100;2021-05-12
1670; Mais que 8 Minutos #058 (Pirulla);2021-05-12
1671; MERCADO GOSPEL CRESCE: É PRA LOUVAR DE PÉ!;2021-05-12
1672; J. Cole - G.O.M.D. (Video);2021-05-12
1673; Childish Gambino - Redbone (Official Audio);2021-05-12
1674; Childish Gambino - Sober;2021-05-12
1675; Live 11/05/21 - Terceira onda e origem do coronavírus;2021-05-12
1676; Chegou Kwai. Assista, crie e compartilhe;2021-05-12
1677; RESIDENT EVIL Village #8 - Os Quatro Lordes! | Dublado e Legendado em Português PT-BR;2021-05-12
1678; RESIDENT EVIL Village #7 - De Volta Aos Licanos! | Dublado e Legendado em Português PT-BR;2021-05-12
1679; RESIDENT EVIL Village #6 - Batalha Contra Lady Dimitrescu! | Dublado e Legendado em Português PT-BR;2021-05-12
1680; RESIDENT EVIL Village #5 - Cantos Inexplorados do Castelo! | Dublado e Legendado em Português PT-BR;2021-05-12
1681; RESIDENT EVIL Village #4 - Encontro com a Lady Dimitrescu! | Dublado e Legendado em Português PT-BR;2021-05-12
1682; RESIDENT EVIL Village #3 - O Ataque da Vampira! | Dublado e Legendado em Português PT-BR;2021-05-12
1683; Histórias da plateia: tudo por um show e participação no Faustão | Que História É Essa, Porchat?;2021-05-12
1684; Como o humor pode ser um ato de resistência? | Paulo Gustavo | Papo Rápido | Papo de Segunda;2021-05-12
1685; Tudo que você mais gosta, #IssoOTikTokMostra.;2021-05-11
1686; RESIDENT EVIL Village #9 - Bebê Maligno! | Dublado e Legendado em Português PT-BR;2021-05-11
1687; RESIDENT EVIL Village #8 - Os Quatro Lordes! | Dublado e Legendado em Português PT-BR;2021-05-11
1688; RESIDENT EVIL Village #7 - De Volta Aos Licanos! | Dublado e Legendado em Português PT-BR;2021-05-11
1689; RESIDENT EVIL Village #6 - Batalha Contra Lady Dimitrescu! | Dublado e Legendado em Português PT-BR;2021-05-11
